Product Type,Net Quantity,Gross Sales,Discounts,Returns,Total Net Sales
Music,2,40.0,-2.0,0.0,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0
Jewelry,1,38.0,0.0,0.0,38.0
Jewelry,1,38.0,0.0,0.0,38.0
Home Decor,1,38.0,0.0,0.0,38.0
Jewelry,1,38.0,0.0,0.0,38.0
Home Decor,1,38.0,0.0,0.0,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0
Jewelry,1,38.0,0.0,0.0,38.0
Furniture,1,38.0,0.0,0.0,38.0
Basket,1,38.0,0.0,0.0,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0
Kids,1,38.0,0.0,0.0,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0
Art & Sculpture,1,42.0,-4.19,0.0,37.81
Basket,1,42.0,-4.2,0.0,37.8
Home Decor,2,42.0,-4.2,0.0,37.8
Home Decor,1,42.0,-4.2,0.0,37.8
Basket,1,40.6,-4.06,0.0,36.54
Christmas,2,40.0,-3.88,0.0,36.12
Art & Sculpture,2,38.0,-1.9,0.0,36.1
Art & Sculpture,2,36.0,0.0,0.0,36.0
Christmas,2,36.0,0.0,0.0,36.0
Soapstone,2,36.0,0.0,0.0,36.0
Jewelry,2,36.0,0.0,0.0,36.0
Kitchen,2,36.0,0.0,0.0,36.0
Art & Sculpture,2,36.0,0.0,0.0,36.0
Soapstone,2,36.0,0.0,0.0,36.0
Kitchen,2,36.0,0.0,0.0,36.0
Christmas,2,36.0,0.0,0.0,36.0
Soapstone,1,36.0,0.0,0.0,36.0
Kitchen,1,36.0,0.0,0.0,36.0
Kitchen,2,36.0,0.0,0.0,36.0
Fair Trade Gifts,2,36.0,0.0,0.0,36.0
Art & Sculpture,1,36.0,0.0,0.0,36.0
Fair Trade Gifts,1,36.0,0.0,0.0,36.0
Basket,1,48.0,-12.0,0.0,36.0
Christmas,2,36.0,0.0,0.0,36.0
Art & Sculpture,1,36.0,0.0,0.0,36.0
Kitchen,2,36.0,0.0,0.0,36.0
Art & Sculpture,2,36.0,0.0,0.0,36.0
Christmas,2,36.0,0.0,0.0,36.0
Kitchen,2,36.0,0.0,0.0,36.0
Art & Sculpture,2,36.0,0.0,0.0,36.0
Kitchen,2,36.0,0.0,0.0,36.0
Jewelry,3,36.0,0.0,0.0,36.0
Kitchen,1,36.0,0.0,0.0,36.0
Basket,1,69.75,0.0,-34.0,35.75
Basket,1,44.0,-8.8,0.0,35.2
Kitchen,1,39.0,-3.9,0.0,35.1
Art & Sculpture,2,36.0,-1.16,0.0,34.84
Music,2,37.0,-2.4,0.0,34.6
Art & Sculpture,2,36.0,-1.8,0.0,34.2
Kitchen,2,36.0,-1.8,0.0,34.2
Recycled Art,1,38.0,-3.8,0.0,34.2
Art & Sculpture,1,38.0,-3.8,0.0,34.2
Art & Sculpture,2,36.0,-1.8,0.0,34.2
Art & Sculpture,1,38.0,-3.8,0.0,34.2
Home Decor,1,38.0,-3.8,0.0,34.2
Easter,1,38.0,-3.8,0.0,34.2
Home Decor,1,38.0,-3.8,0.0,34.2
Jewelry,1,34.0,0.0,0.0,34.0
Basket,1,44.0,-10.0,0.0,34.0
Kids,1,34.0,0.0,0.0,34.0
Basket,1,34.0,0.0,0.0,34.0
Kids,1,34.0,0.0,0.0,34.0
Basket,1,34.0,0.0,0.0,34.0
Jewelry,1,34.0,0.0,0.0,34.0
Home Decor,1,34.0,0.0,0.0,34.0
Basket,1,34.0,0.0,0.0,34.0
Basket,1,34.0,0.0,0.0,34.0
Jewelry,1,34.0,0.0,0.0,34.0
Home Decor,1,34.0,0.0,0.0,34.0
Accessories,1,34.0,0.0,0.0,34.0
Basket,1,34.0,0.0,0.0,34.0
Jewelry,1,34.0,0.0,0.0,34.0
Jewelry,1,34.0,0.0,0.0,34.0
Kids,1,34.0,0.0,0.0,34.0
Basket,1,34.0,0.0,0.0,34.0
Soapstone,1,34.0,0.0,0.0,34.0
Kids,1,34.0,0.0,0.0,34.0
Basket,1,34.0,0.0,0.0,34.0
Basket,1,34.0,0.0,0.0,34.0
Jewelry,1,34.0,0.0,0.0,34.0
Art & Sculpture,1,34.0,0.0,0.0,34.0
Basket,1,34.0,0.0,0.0,34.0
Art & Sculpture,1,34.0,0.0,0.0,34.0
Basket,1,34.0,0.0,0.0,34.0
Art & Sculpture,2,36.0,-2.1,0.0,33.9
Furniture,1,45.0,-11.25,0.0,33.75
Kitchen,3,34.5,-1.05,0.0,33.45
Art & Sculpture,1,36.0,-3.6,0.0,32.4
Art & Sculpture,2,36.0,-3.6,0.0,32.4
Christmas,1,36.0,-3.6,0.0,32.4
Art & Sculpture,1,32.0,0.0,0.0,32.0
Art & Sculpture,1,32.0,0.0,0.0,32.0
Art & Sculpture,1,32.0,0.0,0.0,32.0
Kids,2,32.0,0.0,0.0,32.0
Kids,1,32.0,0.0,0.0,32.0
Art & Sculpture,1,32.0,0.0,0.0,32.0
Kids,1,32.0,0.0,0.0,32.0
Jewelry,2,32.0,0.0,0.0,32.0
Art & Sculpture,1,32.0,0.0,0.0,32.0
Art & Sculpture,1,32.0,0.0,0.0,32.0
Soapstone,2,32.0,0.0,0.0,32.0
Music,1,32.0,0.0,0.0,32.0
Kitchen,1,32.0,0.0,0.0,32.0
Kids,1,32.0,0.0,0.0,32.0
Art & Sculpture,1,32.0,0.0,0.0,32.0
Jewelry,1,32.0,0.0,0.0,32.0
Art & Sculpture,1,32.0,0.0,0.0,32.0
Kids,2,32.0,0.0,0.0,32.0
Kitchen,1,32.0,0.0,0.0,32.0
Kitchen,1,32.0,0.0,0.0,32.0
Soapstone,1,32.0,0.0,0.0,32.0
Soapstone,2,32.0,0.0,0.0,32.0
Kitchen,1,31.5,0.0,0.0,31.5
Kids,2,31.5,0.0,0.0,31.5
Kids,2,31.5,0.0,0.0,31.5
Kids,2,31.5,0.0,0.0,31.5
Art & Sculpture,1,36.0,-5.0,0.0,31.0
Soapstone,1,34.0,-3.4,0.0,30.6
Basket,1,34.0,-3.4,0.0,30.6
Christmas,1,34.0,-3.4,0.0,30.6
Jewelry,1,34.0,-3.4,0.0,30.6
Kids,1,34.0,-3.4,0.0,30.6
Music,2,34.0,-3.4,0.0,30.6
Kids,1,34.0,-3.41,0.0,30.59
Home Decor,1,76.0,-7.6,-38.0,30.4
Jewelry,1,32.0,-1.6,0.0,30.4
Kids,1,30.0,0.0,0.0,30.0
Kitchen,2,30.0,0.0,0.0,30.0
Kids,1,30.0,0.0,0.0,30.0
Jewelry,1,30.0,0.0,0.0,30.0
Kids,1,30.0,0.0,0.0,30.0
Soapstone,2,30.0,0.0,0.0,30.0
Fair Trade Gifts,1,30.0,0.0,0.0,30.0
Basket,1,34.0,-5.1,0.0,28.9
Kitchen,3,31.5,-2.62,0.0,28.88
Kitchen,1,32.0,-3.2,0.0,28.8
Kids,1,32.0,-3.2,0.0,28.8
Basket,2,34.0,-5.2,0.0,28.8
Accessories,1,32.0,-3.2,0.0,28.8
Home Decor,1,32.0,-3.2,0.0,28.8
Jewelry,1,32.0,-3.2,0.0,28.8
Basket,1,70.0,-7.2,-34.0,28.8
Kids,1,32.0,-3.2,0.0,28.8
Jewelry,1,28.5,0.0,0.0,28.5
Art & Sculpture,1,28.0,0.0,0.0,28.0
Basket,1,28.0,0.0,0.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0
Kitchen,1,28.0,0.0,0.0,28.0
Kitchen,1,28.0,0.0,0.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0
Soapstone,1,28.0,0.0,0.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0
Art & Sculpture,1,28.0,0.0,0.0,28.0
Accessories,1,28.0,0.0,0.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0
Kitchen,1,28.0,0.0,0.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0
Christmas,1,28.0,0.0,0.0,28.0
Art & Sculpture,1,28.0,0.0,0.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0
Basket,1,28.0,0.0,0.0,28.0
Basket,1,28.0,0.0,0.0,28.0
Basket,1,28.0,0.0,0.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0
Kitchen,1,28.0,0.0,0.0,28.0
Basket,1,28.0,0.0,0.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0
Basket,1,28.0,0.0,0.0,28.0
Basket,1,28.0,0.0,0.0,28.0
Art & Sculpture,1,28.0,0.0,0.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0
Kitchen,1,28.0,0.0,0.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0
Soapstone,1,28.0,0.0,0.0,28.0
Soapstone,1,28.0,0.0,0.0,28.0
Fair Trade Gifts,1,28.0,0.0,0.0,28.0
Accessories,1,28.0,0.0,0.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0
Kids,1,28.0,0.0,0.0,28.0
Basket,1,28.0,0.0,0.0,28.0
Jewelry,1,68.0,-13.6,-27.2,27.2
Jewelry,1,34.0,-6.8,0.0,27.2
Kids,1,32.0,-4.81,0.0,27.19
Kids,1,30.0,-3.0,0.0,27.0
Kids,1,30.0,-3.0,0.0,27.0
,1,24.0,0.0,0.0,24.0
Jewelry,1,28.0,-1.85,0.0,26.15
Jewelry,1,26.0,0.0,0.0,26.0
Art & Sculpture,1,25.6,0.0,0.0,25.6
Recycled Art,1,28.0,-2.8,0.0,25.2
Basket,1,56.0,-2.8,-28.0,25.2
Soapstone,1,28.0,-2.8,0.0,25.2
Kids,1,28.0,-2.8,0.0,25.2
Kitchen,1,28.0,-2.8,0.0,25.2
Jewelry,1,28.0,-2.8,0.0,25.2
Kitchen,1,28.0,-2.8,0.0,25.2
Kitchen,1,28.0,-2.8,0.0,25.2
Basket,1,84.0,-2.8,-56.0,25.2
Basket,1,28.0,-2.81,0.0,25.19
Art & Sculpture,2,26.4,-1.32,0.0,25.08
Fair Trade Gifts,1,25.0,0.0,0.0,25.0
Recycled Art,1,25.0,0.0,0.0,25.0
Art & Sculpture,1,24.0,0.0,0.0,24.0
Jewelry,1,24.0,0.0,0.0,24.0
Basket,1,24.0,0.0,0.0,24.0
Soapstone,1,24.0,0.0,0.0,24.0
Soapstone,1,24.0,0.0,0.0,24.0
Kitchen,1,24.0,0.0,0.0,24.0
Fair Trade Gifts,2,24.0,0.0,0.0,24.0
Jewelry,1,24.0,0.0,0.0,24.0
Art & Sculpture,1,24.0,0.0,0.0,24.0
Textiles,1,24.0,0.0,0.0,24.0
Art & Sculpture,1,24.0,0.0,0.0,24.0
Kitchen,1,24.0,0.0,0.0,24.0
Kitchen,1,24.0,0.0,0.0,24.0
Kids,1,24.0,0.0,0.0,24.0
Basket,1,24.0,0.0,0.0,24.0
Art & Sculpture,1,24.0,0.0,0.0,24.0
Accessories,1,24.0,0.0,0.0,24.0
Fair Trade Gifts,2,24.0,0.0,0.0,24.0
Fair Trade Gifts,1,24.0,0.0,0.0,24.0
Basket,1,28.0,-4.52,0.0,23.48
Art & Sculpture,1,26.0,-2.59,0.0,23.41
Art & Sculpture,1,26.0,-2.6,0.0,23.4
Kitchen,1,24.0,-1.39,0.0,22.61
Jewelry,1,28.0,-5.6,0.0,22.4
Jewelry,1,22.0,0.0,0.0,22.0
Kitchen,1,22.0,0.0,0.0,22.0
Jewelry,1,22.0,0.0,0.0,22.0
Kitchen,1,22.0,0.0,0.0,22.0
Jewelry,1,22.0,0.0,0.0,22.0
Jewelry,1,22.0,0.0,0.0,22.0
Music,1,22.0,0.0,0.0,22.0
Art & Sculpture,1,22.0,0.0,0.0,22.0
Soapstone,1,22.0,0.0,0.0,22.0
Art & Sculpture,1,22.0,0.0,0.0,22.0
Fair Trade Gifts,1,22.0,0.0,0.0,22.0
Art & Sculpture,1,22.0,0.0,0.0,22.0
Kitchen,1,22.0,0.0,0.0,22.0
Christmas,1,22.0,0.0,0.0,22.0
Art & Sculpture,1,22.0,0.0,0.0,22.0
Accessories,1,22.0,0.0,0.0,22.0
Art & Sculpture,1,24.0,-2.4,0.0,21.6
Home Decor,1,24.0,-2.4,0.0,21.6
Kids,1,24.0,-2.4,0.0,21.6
Soapstone,1,24.0,-2.4,0.0,21.6
Kitchen,2,22.5,-1.05,0.0,21.45
Recycled Art,1,25.0,-3.75,0.0,21.25
Fair Trade Gifts,1,25.0,-3.75,0.0,21.25
Soapstone,1,21.0,0.0,0.0,21.0
Soapstone,2,20.0,0.0,0.0,20.0
Jewelry,2,20.0,0.0,0.0,20.0
Christmas,1,20.0,0.0,0.0,20.0
Music,1,20.0,0.0,0.0,20.0
Kitchen,1,22.0,-2.2,0.0,19.8
Kitchen,1,22.0,-2.2,0.0,19.8
Jewelry,1,22.0,-2.21,0.0,19.79
Gift Baskets,1,19.5,0.0,0.0,19.5
Skin Care,1,18.5,0.0,0.0,18.5
Skin Care,1,18.5,0.0,0.0,18.5
Kids,1,18.0,0.0,0.0,18.0
Kids,1,18.0,0.0,0.0,18.0
Christmas,1,18.0,0.0,0.0,18.0
Kids,1,18.0,0.0,0.0,18.0
Art & Sculpture,1,18.0,0.0,0.0,18.0
Art & Sculpture,1,18.0,0.0,0.0,18.0
Christmas,1,18.0,0.0,0.0,18.0
Kitchen,1,18.0,0.0,0.0,18.0
Art & Sculpture,1,18.0,0.0,0.0,18.0
Soapstone,1,18.0,0.0,0.0,18.0
Art & Sculpture,1,18.0,0.0,0.0,18.0
Art & Sculpture,1,18.0,0.0,0.0,18.0
Christmas,1,18.0,0.0,0.0,18.0
Kitchen,1,18.0,0.0,0.0,18.0
Christmas,1,18.0,0.0,0.0,18.0
Soapstone,1,18.0,0.0,0.0,18.0
Kids,1,18.0,0.0,0.0,18.0
Christmas,1,18.0,0.0,0.0,18.0
Kitchen,1,18.0,0.0,0.0,18.0
Jewelry,1,18.0,0.0,0.0,18.0
Fair Trade Gifts,1,18.0,0.0,0.0,18.0
Kids,1,18.0,0.0,0.0,18.0
Kitchen,1,18.0,0.0,0.0,18.0
Jewelry,1,18.0,0.0,0.0,18.0
Kitchen,1,18.0,0.0,0.0,18.0
Home Decor,1,18.0,0.0,0.0,18.0
Art & Sculpture,1,18.0,0.0,0.0,18.0
Soapstone,1,18.0,0.0,0.0,18.0
Art & Sculpture,1,18.0,0.0,0.0,18.0
Kids,1,18.0,0.0,0.0,18.0
Kitchen,1,18.0,0.0,0.0,18.0
Jewelry,1,18.0,0.0,0.0,18.0
Jewelry,1,18.0,0.0,0.0,18.0
Art & Sculpture,1,18.0,0.0,0.0,18.0
Kitchen,1,18.0,0.0,0.0,18.0
Soapstone,1,18.0,0.0,0.0,18.0
Skin Care,1,18.5,-1.85,0.0,16.65
Music,1,16.5,0.0,0.0,16.5
Kitchen,1,16.5,0.0,0.0,16.5
Kitchen,1,18.0,-1.8,0.0,16.2
Soapstone,1,18.0,-1.8,0.0,16.2
Music,1,18.0,-1.8,0.0,16.2
Kitchen,1,18.0,-1.8,0.0,16.2
Music,1,18.0,-1.8,0.0,16.2
Christmas,1,18.0,-1.81,0.0,16.19
Kids,1,16.0,0.0,0.0,16.0
Kitchen,1,16.0,0.0,0.0,16.0
Kitchen,1,16.0,0.0,0.0,16.0
Music,1,16.0,0.0,0.0,16.0
Music,1,32.0,-1.6,-14.4,16.0
Music,1,16.0,0.0,0.0,16.0
Kitchen,1,16.0,0.0,0.0,16.0
Soapstone,1,16.0,0.0,0.0,16.0
Soapstone,1,18.0,-2.31,0.0,15.69
Jewelry,1,16.0,-1.6,0.0,14.4
Art & Sculpture,1,16.0,-1.6,0.0,14.4
Soapstone,1,18.0,-3.6,0.0,14.4
Soapstone,1,14.0,0.0,0.0,14.0
Art & Sculpture,1,14.0,0.0,0.0,14.0
Soapstone,1,14.0,0.0,0.0,14.0
Kitchen,1,14.0,0.0,0.0,14.0
Jewelry,1,14.0,0.0,0.0,14.0
Soapstone,1,13.5,0.0,0.0,13.5
Art & Sculpture,1,13.2,0.0,0.0,13.2
Jewelry,1,12.0,0.0,0.0,12.0
Soapstone,1,12.0,0.0,0.0,12.0
Kitchen,1,12.0,0.0,0.0,12.0
Fair Trade Gifts,1,12.0,0.0,0.0,12.0
,1,10.5,0.0,0.0,10.5
Soapstone,0,26.0,0.0,-26.0,0.0
Basket,0,34.0,0.0,-34.0,0.0
Basket,0,48.0,0.0,-48.0,0.0
Textiles,0,1.0,0.0,-1.0,0.0
Basket,0,195.0,0.0,-195.0,0.0
Basket,0,28.0,0.0,-28.0,0.0
Kitchen,0,32.0,-3.21,-28.79,0.0
Christmas,0,380.0,0.0,-380.0,0.0
Kitchen,0,28.0,-2.81,-25.19,0.0
Jewelry,0,28.0,0.0,-28.0,0.0
Basket,0,116.0,-23.2,-92.8,0.0
Kitchen,0,16.5,0.0,-16.5,0.0
Kitchen,-1,0.0,0.0,-106.25,-106.25
Home Decor,2,48.0,0.0,0.0,48.0
Jewelry,2,56.0,0.0,0.0,56.0
Kids,2,56.0,0.0,0.0,56.0
Basket,1,68.0,0.0,0.0,68.0
Basket,2,92.0,0.0,0.0,92.0
Kitchen,1,39.0,0.0,0.0,39.0
Basket,3,84.0,-2.79,0.0,81.21
Christmas,1,20.0,0.0,0.0,20.0
Accessories,3,90.0,-9.0,0.0,81.0
Art & Sculpture,1,24.0,-2.4,0.0,21.6
Basket,1,34.0,-5.1,0.0,28.9
Kitchen,1,22.0,-2.2,0.0,19.8
Jewelry,1,24.0,0.0,0.0,24.0
Kitchen,7,84.0,-3.6,0.0,80.4
Home Decor,1,68.0,0.0,0.0,68.0
Art & Sculpture,3,66.0,0.0,0.0,66.0
Kitchen,2,36.0,0.0,0.0,36.0
Soapstone,1,18.0,0.0,0.0,18.0
Jewelry,0,28.0,0.0,-28.0,0.0
Kitchen,6,72.0,-1.2,0.0,70.8
Home Decor,2,75.4,-7.54,0.0,67.86
Home Decor,1,82.0,0.0,0.0,82.0
Art & Sculpture,1,75.0,0.0,0.0,75.0
Art & Sculpture,2,42.0,0.0,0.0,42.0
Jewelry,2,64.0,-3.21,0.0,60.79
Soapstone,2,44.0,0.0,0.0,44.0
Basket,2,92.0,0.0,0.0,92.0
Jewelry,1,28.0,-1.85,0.0,26.15
Art & Sculpture,2,96.0,0.0,0.0,96.0
Home Decor,3,84.0,0.0,0.0,84.0
Home Decor,2,72.0,0.0,0.0,72.0
Jewelry,3,70.0,0.0,-28.0,42.0
Basket,1,68.0,0.0,0.0,68.0
Kitchen,1,48.0,0.0,0.0,48.0
Music,1,22.0,0.0,0.0,22.0
Music,1,48.0,0.0,0.0,48.0
Art & Sculpture,1,22.0,0.0,0.0,22.0
Fair Trade Gifts,2,36.0,0.0,0.0,36.0
Jewelry,1,38.0,0.0,0.0,38.0
Soapstone,2,46.0,0.0,0.0,46.0
Kitchen,1,36.0,0.0,0.0,36.0
Basket,1,44.0,-1.08,0.0,42.92
Fair Trade Gifts,1,28.0,0.0,0.0,28.0
Basket,3,84.0,0.0,0.0,84.0
Art & Sculpture,1,32.0,0.0,0.0,32.0
Kitchen,1,16.5,0.0,0.0,16.5
Jewelry,2,48.0,0.0,0.0,48.0
Christmas,2,48.0,0.0,0.0,48.0
Soapstone,1,36.0,0.0,0.0,36.0
Art & Sculpture,1,26.0,-2.59,0.0,23.41
Home Decor,1,92.0,0.0,0.0,92.0
Basket,1,95.0,-9.5,0.0,85.5
Basket,1,24.0,0.0,0.0,24.0
Art & Sculpture,1,28.0,0.0,0.0,28.0
Textiles,2,80.0,-8.0,0.0,72.0
Art & Sculpture,2,80.0,0.0,0.0,80.0
Art & Sculpture,1,18.0,0.0,0.0,18.0
Basket,2,112.0,-16.8,0.0,95.2
Recycled Art,1,38.0,0.0,0.0,38.0
Christmas,0,380.0,0.0,-380.0,0.0
Jewelry,2,80.0,0.0,0.0,80.0
Jewelry,2,56.0,0.0,0.0,56.0
Jewelry,4,96.0,-4.81,0.0,91.19
Basket,1,68.0,0.0,0.0,68.0
Art & Sculpture,1,32.0,0.0,0.0,32.0
Art & Sculpture,1,42.0,0.0,0.0,42.0
Art & Sculpture,1,99.0,-9.9,0.0,89.1
Accessories,1,58.0,0.0,0.0,58.0
Jewelry,3,96.0,0.0,0.0,96.0
Art & Sculpture,1,18.0,0.0,0.0,18.0
Jewelry,1,28.0,-5.6,0.0,22.4
Recycled Art,1,110.0,-11.0,0.0,99.0
Home Decor,1,38.0,0.0,0.0,38.0
Basket,1,68.0,0.0,0.0,68.0
Fair Trade Gifts,1,30.0,0.0,0.0,30.0
Accessories,1,58.0,0.0,0.0,58.0
Kitchen,1,36.0,0.0,0.0,36.0
Jewelry,2,56.0,-11.2,0.0,44.8
Music,1,18.0,-1.8,0.0,16.2
Soapstone,1,28.0,-2.8,0.0,25.2
Kitchen,4,72.0,-5.4,0.0,66.6
Christmas,3,54.0,0.0,0.0,54.0
Basket,2,88.0,0.0,0.0,88.0
Kitchen,2,44.0,0.0,0.0,44.0
Soapstone,5,90.0,0.0,0.0,90.0
Home Decor,2,56.0,-2.8,0.0,53.2
Basket,1,68.0,0.0,0.0,68.0
Basket,1,34.0,0.0,0.0,34.0
Jewelry,2,62.0,0.0,0.0,62.0
Basket,1,44.0,-8.8,0.0,35.2
Jewelry,1,48.0,0.0,0.0,48.0
Home Decor,2,75.4,-7.54,0.0,67.86
Fair Trade Gifts,2,24.0,0.0,0.0,24.0
Art & Sculpture,1,32.0,0.0,0.0,32.0
Home Decor,1,64.0,0.0,0.0,64.0
Kitchen,1,88.0,0.0,0.0,88.0
Kitchen,1,36.0,0.0,0.0,36.0
Christmas,2,36.0,0.0,0.0,36.0
Basket,2,84.0,-4.2,0.0,79.8
Kids,3,56.0,0.0,0.0,56.0
Kids,1,18.0,0.0,0.0,18.0
Accessories,3,90.0,-9.0,0.0,81.0
Art & Sculpture,2,44.0,-2.2,0.0,41.8
Kids,2,31.5,0.0,0.0,31.5
Kitchen,1,14.0,0.0,0.0,14.0
Kitchen,0,28.0,-2.81,-25.19,0.0
Basket,1,48.0,0.0,0.0,48.0
Skin Care,4,74.0,-1.85,0.0,72.15
Art & Sculpture,1,45.0,-4.5,0.0,40.5
Fair Trade Gifts,3,90.0,0.0,0.0,90.0
Soapstone,1,18.0,0.0,0.0,18.0
Recycled Art,2,49.0,0.0,0.0,49.0
Art & Sculpture,1,18.0,0.0,0.0,18.0
Music,1,20.0,0.0,0.0,20.0
Art & Sculpture,2,26.4,-1.32,0.0,25.08
Basket,1,34.0,0.0,0.0,34.0
Fair Trade Gifts,3,90.0,0.0,0.0,90.0
Art & Sculpture,2,80.0,0.0,0.0,80.0
Fair Trade Gifts,2,60.0,0.0,0.0,60.0
Kids,1,30.0,0.0,0.0,30.0
Jewelry,1,28.0,0.0,0.0,28.0
Art & Sculpture,2,96.0,0.0,0.0,96.0
Jewelry,3,102.0,-5.0,0.0,97.0
Christmas,5,70.0,0.0,0.0,70.0
Kitchen,4,80.0,-10.0,0.0,70.0
Kids,1,34.0,-3.41,0.0,30.59
Accessories,1,48.0,0.0,0.0,48.0
Basket,1,58.0,-5.8,0.0,52.2
Christmas,4,72.0,0.0,0.0,72.0
Soapstone,1,34.0,-3.4,0.0,30.6
Kitchen,3,84.0,-2.8,0.0,81.2
Art & Sculpture,2,48.0,-4.8,0.0,43.2
Recycled Art,2,76.8,-3.48,0.0,73.32
Basket,1,48.0,0.0,0.0,48.0
Jewelry,1,38.0,0.0,0.0,38.0
Kids,1,24.0,-2.4,0.0,21.6
Soapstone,1,24.0,0.0,0.0,24.0
Basket,1,58.0,0.0,0.0,58.0
Recycled Art,1,28.0,-2.8,0.0,25.2
Kitchen,3,84.0,-2.8,0.0,81.2
Basket,1,44.0,0.0,0.0,44.0
Basket,2,56.0,0.0,0.0,56.0
Art & Sculpture,2,36.0,-2.1,0.0,33.9
Kitchen,10,105.0,-9.95,0.0,95.05
Kitchen,2,36.0,0.0,0.0,36.0
Art & Sculpture,1,26.0,-2.6,0.0,23.4
Jewelry,1,28.0,0.0,0.0,28.0
Home Decor,2,76.0,-3.8,0.0,72.2
Kids,3,102.0,-5.09,0.0,96.91
Basket,1,44.0,0.0,0.0,44.0
Art & Sculpture,2,36.0,-3.6,0.0,32.4
Art & Sculpture,1,24.0,0.0,0.0,24.0
Jewelry,1,48.0,0.0,0.0,48.0
Jewelry,1,34.0,-3.4,0.0,30.6
Art & Sculpture,1,38.0,0.0,0.0,38.0
Jewelry,1,14.0,0.0,0.0,14.0
Basket,1,28.0,0.0,0.0,28.0
Kids,1,34.0,0.0,0.0,34.0
Jewelry,1,54.0,0.0,0.0,54.0
Basket,1,28.0,0.0,0.0,28.0
Fair Trade Gifts,1,78.0,0.0,0.0,78.0
Art & Sculpture,1,42.0,0.0,0.0,42.0
Soapstone,1,21.0,0.0,0.0,21.0
Art & Sculpture,3,84.0,0.0,0.0,84.0
Basket,1,48.0,0.0,0.0,48.0
Kids,3,49.5,0.0,0.0,49.5
Kitchen,0,16.5,0.0,-16.5,0.0
Basket,1,38.0,0.0,0.0,38.0
Basket,3,60.0,-5.0,0.0,55.0
Art & Sculpture,2,44.0,0.0,0.0,44.0
Skin Care,1,18.5,0.0,0.0,18.5
Kitchen,1,18.0,0.0,0.0,18.0
Soapstone,1,18.0,0.0,0.0,18.0
Art & Sculpture,1,68.0,-13.6,0.0,54.4
Accessories,1,28.0,0.0,0.0,28.0
Soapstone,1,28.0,-2.8,0.0,25.2
Basket,1,24.0,0.0,0.0,24.0
Jewelry,1,14.0,0.0,0.0,14.0
Jewelry,1,48.0,-4.8,0.0,43.2
Soapstone,1,28.0,0.0,0.0,28.0
Kids,1,18.0,0.0,0.0,18.0
Kitchen,1,28.0,0.0,0.0,28.0
Basket,3,114.0,-11.6,-28.0,74.4
Christmas,3,42.0,0.0,0.0,42.0
Home Decor,1,60.0,0.0,0.0,60.0
Christmas,1,18.0,0.0,0.0,18.0
Soapstone,2,30.0,0.0,0.0,30.0
Kids,1,32.0,-4.81,0.0,27.19
Soapstone,3,74.0,0.0,0.0,74.0
Art & Sculpture,2,44.0,0.0,0.0,44.0
Christmas,3,65.0,-2.5,0.0,62.5
Kitchen,1,24.0,-1.39,0.0,22.61
Fair Trade Gifts,1,78.0,0.0,0.0,78.0
Skin Care,1,18.5,-1.85,0.0,16.65
Basket,1,68.0,0.0,0.0,68.0
Christmas,1,18.0,0.0,0.0,18.0
Basket,1,48.0,0.0,0.0,48.0
Jewelry,1,28.0,-1.85,0.0,26.15
Basket,1,68.0,0.0,0.0,68.0
Jewelry,2,76.0,0.0,0.0,76.0
