Product Type,Net Quantity,Gross Sales,Discounts,Returns,Total Net Sales
Home Decor,2,156.0,0.0,0.0,156.0
Home Decor,1,155.0,0.0,0.0,155.0
Basket,1,155.0,0.0,0.0,155.0
Art & Sculpture,9,162.0,-7.21,0.0,154.79
Art & Sculpture,5,160.0,-6.4,0.0,153.6
Art & Sculpture,10,153.2,0.0,0.0,153.2
Jewelry,4,156.0,-3.81,0.0,152.19
Art & Sculpture,4,152.0,0.0,0.0,152.0
Art & Sculpture,4,152.0,0.0,0.0,152.0
Basket,3,152.0,0.0,0.0,152.0
Jewelry,7,154.0,-2.2,0.0,151.8
Art & Sculpture,7,154.0,-2.2,0.0,151.8
Art & Sculpture,4,151.4,0.0,0.0,151.4
Art & Sculpture,2,168.0,-16.8,0.0,151.2
Basket,3,156.0,-5.2,0.0,150.8
Art & Sculpture,4,158.8,-8.38,0.0,150.42
Art & Sculpture,1,150.0,0.0,0.0,150.0
Art & Sculpture,4,150.0,0.0,0.0,150.0
Soapstone,7,154.0,-4.4,0.0,149.6
Basket,1,165.0,-16.5,0.0,148.5
Basket,1,165.0,-16.5,0.0,148.5
Basket,1,165.0,-16.5,0.0,148.5
Basket,1,165.0,-16.5,0.0,148.5
Kids,3,158.0,-9.6,0.0,148.4
Basket,4,152.0,-3.8,0.0,148.2
Home Decor,4,152.0,-3.8,0.0,148.2
Basket,3,148.0,0.0,0.0,148.0
Basket,1,185.0,-37.0,0.0,148.0
Basket,2,148.0,0.0,0.0,148.0
Art & Sculpture,1,185.0,-37.0,0.0,148.0
Basket,1,185.0,-37.0,0.0,148.0
Kitchen,15,159.0,-11.54,0.0,147.46
Basket,4,192.0,-7.79,-38.0,146.21
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Art & Sculpture,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Basket,1,145.0,0.0,0.0,145.0
Jewelry,4,152.0,-7.6,0.0,144.4
Kids,3,144.0,0.0,0.0,144.0
Basket,2,144.0,0.0,0.0,144.0
Art & Sculpture,2,144.0,0.0,0.0,144.0
Art & Sculpture,3,144.0,0.0,0.0,144.0
Art & Sculpture,2,144.0,0.0,0.0,144.0
Kitchen,13,148.5,-5.24,0.0,143.26
Jewelry,6,144.0,-2.39,0.0,141.61
Jewelry,6,144.0,-2.4,0.0,141.6
Kitchen,4,140.0,0.0,0.0,140.0
Kitchen,5,140.0,0.0,0.0,140.0
Jewelry,5,140.0,0.0,0.0,140.0
Basket,1,145.0,-5.0,0.0,140.0
Basket,3,144.0,-4.8,0.0,139.2
Art & Sculpture,3,144.0,-4.8,0.0,139.2
Basket,3,144.0,-4.8,0.0,139.2
Basket,3,144.0,-4.8,0.0,139.2
Art & Sculpture,3,144.0,-4.8,0.0,139.2
Home Decor,3,144.0,-4.8,0.0,139.2
Basket,3,144.0,-4.8,0.0,139.2
Christmas,8,144.0,-5.0,0.0,139.0
Basket,3,138.0,0.0,0.0,138.0
Jewelry,5,140.0,-2.8,0.0,137.2
Jewelry,5,140.0,-2.8,0.0,137.2
Art & Sculpture,2,152.0,-15.2,0.0,136.8
Basket,4,150.0,-13.68,0.0,136.32
Soapstone,4,136.0,0.0,0.0,136.0
Jewelry,2,136.0,0.0,0.0,136.0
Home Decor,2,136.0,0.0,0.0,136.0
Art & Sculpture,2,136.0,0.0,0.0,136.0
Basket,2,136.0,0.0,0.0,136.0
Art & Sculpture,2,136.0,0.0,0.0,136.0
Art & Sculpture,2,136.0,0.0,0.0,136.0
Basket,1,136.0,0.0,0.0,136.0
Basket,1,136.0,0.0,0.0,136.0
Art & Sculpture,2,136.0,0.0,0.0,136.0
Art & Sculpture,2,136.0,0.0,0.0,136.0
Basket,2,136.0,0.0,0.0,136.0
Basket,1,136.0,0.0,0.0,136.0
Basket,3,146.0,-10.2,0.0,135.8
Soapstone,5,140.0,-4.79,0.0,135.21
One-of-a-Kind,1,135.0,0.0,0.0,135.0
One-of-a-Kind,1,135.0,0.0,0.0,135.0
Art & Sculpture,3,135.0,0.0,0.0,135.0
Kitchen,5,140.0,-5.6,0.0,134.4
Accessories,3,134.4,0.0,0.0,134.4
Christmas,7,140.0,-5.89,0.0,134.11
Art & Sculpture,3,134.0,0.0,0.0,134.0
Christmas,7,140.0,-6.0,0.0,134.0
Home Decor,2,136.0,-3.4,0.0,132.6
Kids,4,136.0,-3.4,0.0,132.6
Basket,3,132.0,0.0,0.0,132.0
Kitchen,11,132.0,0.0,0.0,132.0
Christmas,6,132.0,0.0,0.0,132.0
Jewelry,4,134.0,-3.4,0.0,130.6
Basket,1,145.0,-14.5,0.0,130.5
Basket,1,145.0,-14.5,0.0,130.5
Soapstone,3,174.0,0.0,-43.5,130.5
Basket,1,145.0,-14.5,0.0,130.5
Basket,1,145.0,-14.5,0.0,130.5
Basket,1,145.0,-14.5,0.0,130.5
Home Decor,2,130.0,0.0,0.0,130.0
Home Decor,2,130.0,0.0,0.0,130.0
Art & Sculpture,2,130.0,0.0,0.0,130.0
Basket,2,144.0,-14.4,0.0,129.6
Furniture,1,144.0,-14.4,0.0,129.6
Home Decor,2,136.0,-6.8,0.0,129.2
Basket,2,136.0,-6.8,0.0,129.2
Home Decor,2,136.0,-6.8,0.0,129.2
Kitchen,2,136.0,-6.8,0.0,129.2
Christmas,2,136.0,-6.8,0.0,129.2
Home Decor,2,128.0,0.0,0.0,128.0
Christmas,2,128.0,0.0,0.0,128.0
Basket,2,256.0,0.0,-128.0,128.0
Art & Sculpture,1,128.0,0.0,0.0,128.0
Art & Sculpture,2,128.0,0.0,0.0,128.0
Art & Sculpture,1,128.0,0.0,0.0,128.0
,1,128.0,0.0,0.0,128.0
Basket,3,132.0,-4.4,0.0,127.6
Art & Sculpture,5,130.0,-2.6,0.0,127.4
Home Decor,3,130.0,-3.5,0.0,126.5
Christmas,6,126.0,0.0,0.0,126.0
Soapstone,7,126.0,0.0,0.0,126.0
Kitchen,7,126.0,0.0,0.0,126.0
Jewelry,3,126.0,0.0,0.0,126.0
Basket,1,125.0,0.0,0.0,125.0
Basket,1,125.0,0.0,0.0,125.0
Basket,1,125.0,0.0,0.0,125.0
Basket,1,125.0,0.0,0.0,125.0
Art & Sculpture,1,125.0,0.0,0.0,125.0
Basket,1,125.0,0.0,0.0,125.0
Basket,1,125.0,0.0,0.0,125.0
Home Decor,3,125.0,0.0,0.0,125.0
Basket,1,125.0,0.0,0.0,125.0
Basket,1,125.0,0.0,0.0,125.0
Basket,1,125.0,0.0,0.0,125.0
One-of-a-Kind,1,125.0,0.0,0.0,125.0
One-of-a-Kind,1,125.0,0.0,0.0,125.0
Basket,1,125.0,0.0,0.0,125.0
Art & Sculpture,1,125.0,0.0,0.0,125.0
Basket,1,125.0,0.0,0.0,125.0
Basket,1,125.0,0.0,0.0,125.0
Kitchen,11,132.0,-7.2,0.0,124.8
Kids,4,128.0,-3.2,0.0,124.8
Art & Sculpture,1,156.0,-31.2,0.0,124.8
Soapstone,7,126.0,-1.8,0.0,124.2
Home Decor,2,124.0,0.0,0.0,124.0
Home Decor,2,189.0,-6.5,-58.5,124.0
Home Decor,1,124.0,0.0,0.0,124.0
Art & Sculpture,3,132.0,-8.4,0.0,123.6
Kids,4,130.0,-6.8,0.0,123.2
Basket,3,132.0,-8.8,0.0,123.2
Art & Sculpture,3,132.0,-8.8,0.0,123.2
Jewelry,2,123.0,0.0,0.0,123.0
Basket,1,136.0,-13.6,0.0,122.4
Art & Sculpture,2,136.0,-13.6,0.0,122.4
Jewelry,3,122.0,0.0,0.0,122.0
Jewelry,2,128.0,-6.4,0.0,121.6
Art & Sculpture,2,128.0,-6.41,0.0,121.59
One-of-a-Kind,1,135.0,-13.49,0.0,121.51
One-of-a-Kind,1,135.0,-13.5,0.0,121.5
Art & Sculpture,7,126.0,-5.4,0.0,120.6
Kitchen,7,126.0,-5.4,0.0,120.6
Art & Sculpture,6,122.0,-1.8,0.0,120.2
Home Decor,2,120.0,0.0,0.0,120.0
Basket,1,120.0,0.0,0.0,120.0
Jewelry,2,120.0,0.0,0.0,120.0
Basket,1,120.0,0.0,0.0,120.0
Art & Sculpture,1,120.0,0.0,0.0,120.0
Kitchen,3,120.0,0.0,0.0,120.0
Art & Sculpture,4,122.0,-3.8,0.0,118.2
Art & Sculpture,3,126.0,-8.4,0.0,117.6
Kitchen,6,117.0,0.0,0.0,117.0
Furniture,2,130.0,-13.0,0.0,117.0
Home Decor,2,130.0,-13.0,0.0,117.0
Basket,3,125.0,-8.7,0.0,116.3
Recycled Art,2,116.0,0.0,0.0,116.0
Basket,1,116.0,0.0,0.0,116.0
Basket,1,116.0,0.0,0.0,116.0
Basket,1,116.0,0.0,0.0,116.0
Recycled Art,2,116.0,0.0,0.0,116.0
Basket,1,116.0,0.0,0.0,116.0
Basket,1,116.0,0.0,0.0,116.0
Jewelry,2,116.0,0.0,0.0,116.0
Basket,2,116.0,0.0,0.0,116.0
Accessories,2,116.0,0.0,0.0,116.0
Basket,1,116.0,0.0,0.0,116.0
Jewelry,4,136.0,-20.4,0.0,115.6
Art & Sculpture,2,128.0,-12.8,0.0,115.2
Basket,1,115.0,0.0,0.0,115.0
Basket,1,115.0,0.0,0.0,115.0
Art & Sculpture,1,115.0,0.0,0.0,115.0
Basket,1,115.0,0.0,0.0,115.0
Art & Sculpture,3,126.0,-11.14,0.0,114.86
Kitchen,10,136.0,-9.6,-12.0,114.4
Kitchen,4,120.0,-5.99,0.0,114.01
Fair Trade Gifts,12,114.0,0.0,0.0,114.0
Art & Sculpture,3,114.0,0.0,0.0,114.0
Fair Trade Gifts,3,114.0,0.0,0.0,114.0
Furniture,3,114.0,0.0,0.0,114.0
Art & Sculpture,3,152.0,-3.8,-34.2,114.0
Basket,2,120.0,-6.8,0.0,113.2
Basket,1,125.0,-12.5,0.0,112.5
Basket,1,125.0,-12.5,0.0,112.5
Basket,1,125.0,-12.5,0.0,112.5
Kitchen,1,125.0,-12.5,0.0,112.5
Basket,1,125.0,-12.5,0.0,112.5
Jewelry,8,112.0,0.0,0.0,112.0
Basket,2,176.0,-6.4,-57.6,112.0
Christmas,4,252.0,0.0,-140.0,112.0
Jewelry,4,112.0,0.0,0.0,112.0
Kitchen,4,112.0,0.0,0.0,112.0
Accessories,5,116.0,-4.41,0.0,111.59
Art & Sculpture,3,115.0,-3.5,0.0,111.5
Music,7,112.0,-1.6,0.0,110.4
Home Decor,3,114.0,-3.8,0.0,110.2
Jewelry,3,114.0,-3.8,0.0,110.2
Art & Sculpture,3,114.0,-3.8,0.0,110.2
Home Decor,2,116.0,-5.8,0.0,110.2
Basket,3,114.0,-3.8,0.0,110.2
Jewelry,2,116.0,-5.8,0.0,110.2
Recycled Art,2,116.0,-5.8,0.0,110.2
Basket,1,110.0,0.0,0.0,110.0
Basket,1,110.0,0.0,0.0,110.0
Basket,1,110.0,0.0,0.0,110.0
Basket,1,110.0,0.0,0.0,110.0
Basket,1,110.0,0.0,0.0,110.0
Basket,1,110.0,0.0,0.0,110.0
Basket,1,115.0,-5.0,0.0,110.0
Basket,1,110.0,0.0,0.0,110.0
Basket,1,220.0,0.0,-110.0,110.0
Furniture,1,110.0,0.0,0.0,110.0
Soapstone,7,110.0,0.0,0.0,110.0
Basket,1,110.0,0.0,0.0,110.0
Basket,4,112.0,-2.8,0.0,109.2
Basket,4,112.0,-2.8,0.0,109.2
Soapstone,8,112.0,-4.2,0.0,107.8
Home Decor,5,112.5,-4.82,0.0,107.68
Kitchen,9,112.0,-4.8,0.0,107.2
Kitchen,4,112.0,-5.6,0.0,106.4
Christmas,3,114.0,-7.6,0.0,106.4
Jewelry,8,168.0,-5.62,-56.0,106.38
Basket,1,125.0,-18.75,0.0,106.25
Kitchen,3,106.0,0.0,0.0,106.0
Christmas,6,110.0,-4.5,0.0,105.5
Basket,1,116.0,-11.6,0.0,104.4
Basket,1,116.0,-11.6,0.0,104.4
Christmas,4,108.0,-3.6,0.0,104.4
Basket,1,116.0,-11.6,0.0,104.4
Christmas,3,108.0,-3.6,0.0,104.4
Basket,1,116.0,-11.6,0.0,104.4
Basket,1,115.0,-11.5,0.0,103.5
Basket,1,115.0,-11.5,0.0,103.5
Basket,1,115.0,-11.5,0.0,103.5
Basket,1,115.0,-11.5,0.0,103.5
Kitchen,1,115.0,-11.5,0.0,103.5
Accessories,1,114.0,-11.4,0.0,102.6
Accessories,1,114.0,-11.4,0.0,102.6
Kitchen,10,106.5,-4.19,0.0,102.31
Jewelry,3,102.0,0.0,0.0,102.0
Textiles,2,120.0,-18.0,0.0,102.0
Jewelry,3,104.5,-2.85,0.0,101.65
Kitchen,9,103.5,-3.15,0.0,100.35
Home Decor,2,100.0,0.0,0.0,100.0
Jewelry,6,204.0,0.0,0.0,204.0
Basket,3,330.0,-22.0,0.0,308.0
One-of-a-Kind,1,200.0,0.0,0.0,200.0
Jewelry,10,280.0,-10.44,0.0,269.56
Art & Sculpture,14,518.0,-14.6,0.0,503.4
Basket,3,348.0,0.0,0.0,348.0
Basket,1,185.0,0.0,0.0,185.0
Accessories,3,134.4,0.0,0.0,134.4
Home Decor,12,1120.0,-72.0,0.0,1048.0
Art & Sculpture,7,196.0,0.0,0.0,196.0
Home Decor,4,166.6,0.0,0.0,166.6
Basket,1,136.0,-13.6,0.0,122.4
Jewelry,5,202.0,-7.6,0.0,194.4
Basket,1,125.0,0.0,0.0,125.0
Christmas,7,140.0,-5.89,0.0,134.11
Kitchen,45,437.0,-10.25,-8.54,418.21
Basket,1,110.0,0.0,0.0,110.0
Art & Sculpture,2,450.0,0.0,0.0,450.0
Basket,1,145.0,0.0,0.0,145.0
Art & Sculpture,4,157.0,0.0,0.0,157.0
Recycled Art,2,116.0,0.0,0.0,116.0
Art & Sculpture,6,288.0,-9.61,0.0,278.39
Basket,1,145.0,-5.0,0.0,140.0
Basket,1,145.0,0.0,0.0,145.0
Jewelry,4,156.0,-3.81,0.0,152.19
Art & Sculpture,2,144.0,0.0,0.0,144.0
Accessories,25,472.0,-14.0,0.0,458.0
Home Decor,4,248.0,0.0,0.0,248.0
Basket,10,160.0,0.0,0.0,160.0
Basket,4,500.0,0.0,0.0,500.0
Basket,1,145.0,-14.5,0.0,130.5
Art & Sculpture,2,163.0,0.0,0.0,163.0
Art & Sculpture,3,302.0,-23.4,0.0,278.6
Basket,1,175.0,0.0,0.0,175.0
Home Decor,2,136.0,-3.4,0.0,132.6
Art & Sculpture,1,156.0,-31.2,0.0,124.8
Art & Sculpture,1,115.0,0.0,0.0,115.0
Music,4,256.0,0.0,0.0,256.0
Basket,1,145.0,-14.5,0.0,130.5
Jewelry,18,912.0,-45.6,-48.0,818.4
Basket,4,194.0,-5.0,0.0,189.0
Christmas,21,462.0,-2.2,0.0,459.8
Basket,1,116.0,-11.6,0.0,104.4
Home Decor,3,144.0,-4.8,0.0,139.2
Basket,2,350.0,-35.0,0.0,315.0
Art & Sculpture,5,460.0,0.0,0.0,460.0
Art & Sculpture,12,216.0,-8.4,0.0,207.6
Basket,1,116.0,-11.6,0.0,104.4
Basket,9,736.0,0.0,0.0,736.0
Basket,1,175.0,-17.5,0.0,157.5
Home Decor,3,234.0,-19.5,0.0,214.5
Jewelry,6,204.0,0.0,0.0,204.0
Art & Sculpture,13,526.0,-12.6,0.0,513.4
Art & Sculpture,3,115.0,-3.5,0.0,111.5
Christmas,6,168.0,-8.4,0.0,159.6
Basket,3,163.0,-4.8,0.0,158.2
Art & Sculpture,5,312.0,-5.0,0.0,307.0
Basket,4,500.0,-37.5,0.0,462.5
Art & Sculpture,2,136.0,-13.6,0.0,122.4
Christmas,4,252.0,0.0,-140.0,112.0
Art & Sculpture,5,638.0,-12.4,0.0,625.6
Basket,1,145.0,-14.5,0.0,130.5
Art & Sculpture,1,128.0,0.0,0.0,128.0
Basket,1,145.0,0.0,0.0,145.0
Basket,9,1315.0,-57.5,0.0,1257.5
Art & Sculpture,1,198.0,-19.8,0.0,178.2
Basket,1,136.0,0.0,0.0,136.0
Basket,4,740.0,-18.5,0.0,721.5
Home Decor,3,114.0,-3.8,0.0,110.2
Basket,1,116.0,-11.6,0.0,104.4
Soapstone,7,126.0,-1.8,0.0,124.2
Christmas,6,132.0,0.0,0.0,132.0
Basket,1,116.0,0.0,0.0,116.0
Jewelry,5,140.0,0.0,0.0,140.0
Basket,1,110.0,0.0,0.0,110.0
Basket,3,460.0,-17.5,0.0,442.5
Basket,1,110.0,0.0,0.0,110.0
Christmas,8,144.0,-5.0,0.0,139.0
Art & Sculpture,7,315.0,0.0,0.0,315.0
Art & Sculpture,1,385.0,0.0,0.0,385.0
Basket,3,348.0,0.0,0.0,348.0
Art & Sculpture,1,210.0,0.0,0.0,210.0
Basket,1,185.0,-18.5,0.0,166.5
Basket,2,350.0,0.0,0.0,350.0
Basket,2,220.0,-22.0,0.0,198.0
Christmas,12,216.0,-1.8,0.0,214.2
Basket,4,192.0,-4.8,0.0,187.2
Jewelry,3,174.0,0.0,0.0,174.0
Jewelry,96,1400.0,-42.0,-56.0,1302.0
Basket,1,175.0,-17.5,0.0,157.5
Art & Sculpture,3,134.0,0.0,0.0,134.0
Basket,2,256.0,0.0,-128.0,128.0
Basket,2,220.0,0.0,0.0,220.0
Basket,6,204.0,0.0,0.0,204.0
Art & Sculpture,1,156.0,-31.2,0.0,124.8
Home Decor,3,114.0,-3.8,0.0,110.2
Home Decor,2,130.0,0.0,0.0,130.0
Art & Sculpture,5,160.0,-6.4,0.0,153.6
Basket,2,232.0,0.0,0.0,232.0
Art & Sculpture,1,185.0,0.0,0.0,185.0
Home Decor,2,136.0,-6.8,0.0,129.2
Skin Care,31,573.5,-1.85,0.0,571.65
One-of-a-Kind,1,200.0,0.0,0.0,200.0
Fair Trade Gifts,3,114.0,0.0,0.0,114.0
Basket,1,175.0,0.0,0.0,175.0
Art & Sculpture,1,145.0,0.0,0.0,145.0
Christmas,4,252.0,0.0,-140.0,112.0
Basket,1,116.0,0.0,0.0,116.0
Soapstone,7,126.0,-1.8,0.0,124.2
Art & Sculpture,6,162.0,0.0,0.0,162.0
Art & Sculpture,25,450.0,-14.39,0.0,435.61
Art & Sculpture,2,645.0,-4.15,0.0,640.85
Jewelry,3,204.0,0.0,0.0,204.0
Art & Sculpture,1,150.0,0.0,0.0,150.0
Basket,1,116.0,-11.6,0.0,104.4
Basket,1,165.0,-16.5,0.0,148.5
Jewelry,2,116.0,-5.8,0.0,110.2
Jewelry,2,116.0,-5.8,0.0,110.2
Home Decor,5,408.0,-20.4,-68.0,319.6
Basket,1,185.0,-18.5,0.0,166.5
Art & Sculpture,11,1375.0,-12.5,0.0,1362.5
Jewelry,4,136.0,-20.4,0.0,115.6
Art & Sculpture,4,458.0,-15.6,0.0,442.4
Home Decor,2,270.0,0.0,0.0,270.0
Home Decor,5,190.0,-7.6,0.0,182.4
Basket,1,136.0,0.0,0.0,136.0
Basket,1,116.0,0.0,0.0,116.0
Kids,4,128.0,-3.2,0.0,124.8
Basket,1,145.0,0.0,0.0,145.0
Art & Sculpture,3,144.0,-4.8,0.0,139.2
Basket,1,116.0,-11.6,0.0,104.4
Basket,1,240.0,0.0,0.0,240.0
Christmas,16,352.0,-4.4,0.0,347.6
Basket,1,145.0,0.0,0.0,145.0
,1,128.0,0.0,0.0,128.0
Basket,5,550.0,-22.0,0.0,528.0
Basket,8,428.0,-19.2,-46.0,362.8
Basket,1,125.0,0.0,0.0,125.0
Art & Sculpture,3,204.0,-20.4,0.0,183.6
Recycled Art,9,262.0,-3.0,0.0,259.0
Basket,10,1100.0,-26.13,0.0,1073.87
Home Decor,5,228.0,-7.6,-38.0,182.4
Jewelry,4,180.0,-4.6,0.0,175.4
Christmas,3,108.0,-3.6,0.0,104.4
Home Decor,1,124.0,0.0,0.0,124.0
Art & Sculpture,1,350.0,0.0,0.0,350.0
Basket,3,360.0,-24.0,0.0,336.0
Christmas,8,224.0,-8.41,0.0,215.59
Accessories,2,196.0,-9.81,0.0,186.19
Jewelry,96,1400.0,-42.0,-56.0,1302.0
Jewelry,8,168.0,-5.62,-56.0,106.38
Basket,1,185.0,0.0,0.0,185.0
Home Decor,3,374.0,0.0,0.0,374.0
Art & Sculpture,3,152.0,-3.8,-34.2,114.0
Basket,1,165.0,-16.5,0.0,148.5
Basket,1,145.0,0.0,0.0,145.0
Basket,1,125.0,-12.5,0.0,112.5
Art & Sculpture,8,176.0,-4.4,0.0,171.6
Art & Sculpture,5,240.0,0.0,0.0,240.0
Basket,7,952.0,-13.6,0.0,938.4
Art & Sculpture,3,192.0,0.0,0.0,192.0
Basket,1,136.0,-13.6,0.0,122.4
Jewelry,6,300.0,-4.4,0.0,295.6
Basket,1,185.0,0.0,0.0,185.0
Kitchen,29,307.5,-14.16,0.0,293.34
Basket,1,145.0,0.0,0.0,145.0
Home Decor,7,879.0,0.0,0.0,879.0
Basket,2,120.0,-6.8,0.0,113.2
Art & Sculpture,10,2250.0,-180.0,0.0,2070.0
Basket,1,185.0,0.0,0.0,185.0
Art & Sculpture,25,450.0,-14.39,0.0,435.61
Basket,1,185.0,0.0,0.0,185.0
Art & Sculpture,4,458.0,-15.6,0.0,442.4
Art & Sculpture,4,312.0,-5.2,-104.0,202.8
Basket,1,145.0,0.0,0.0,145.0
Christmas,3,108.0,-3.6,0.0,104.4
Basket,3,330.0,0.0,0.0,330.0
Basket,1,145.0,-14.5,0.0,130.5
Basket,4,700.0,0.0,0.0,700.0
Home Decor,4,166.6,0.0,0.0,166.6
Jewelry,4,156.0,-3.81,0.0,152.19
Basket,1,125.0,-12.5,0.0,112.5
Basket,3,138.0,0.0,0.0,138.0
Basket,1,145.0,0.0,0.0,145.0
Art & Sculpture,4,458.0,-15.6,0.0,442.4
One-of-a-Kind,1,200.0,0.0,0.0,200.0
Basket,1,165.0,-16.5,0.0,148.5
Art & Sculpture,3,114.0,0.0,0.0,114.0
Basket,8,274.0,0.0,-34.0,240.0
Basket,1,175.0,-17.49,0.0,157.51
Basket,1,185.0,0.0,0.0,185.0
Kitchen,5,140.0,0.0,0.0,140.0
Art & Sculpture,34,14935.0,-594.0,-1609.0,12732.0
Basket,3,298.0,0.0,0.0,298.0
Basket,10,480.0,-4.8,0.0,475.2
Art & Sculpture,9,593.0,-9.0,-110.0,474.0
Basket,1,115.0,0.0,0.0,115.0
Art & Sculpture,1,225.0,0.0,0.0,225.0
Basket,1,185.0,0.0,0.0,185.0
Basket,4,1152.0,-57.6,0.0,1094.4
